"name","alias","city","state","url","control","deg_predomnt","deg_highest","locale_type","is_hbcu","is_pbi","is_annhi","is_tribal","is_aanapii","is_hsi","is_nanti","is_only_men","is_only_women","religious_affil","adm_rate","sat_avg","sat_mid50","act_p25","act_p75","act_mid50","sat_p25","sat_p75","ug_enrollment","net_price","cost_avg_income_0_30k","cost_avg_income_30_48k","cost_avg_income_48_75k","cost_avg_income_75_110k","cost_avg_income_110k_plus","earnings_med_10y","rate_completion","rm_board_dif","ratio","student_fac_ratio","no_aid","ROOMBOARD_ON","ROOMBOARD_OFF","MD_EARN_WNE_INC2_P6","TUITIONFEE_IN","TUITIONFEE_OUT"
"California State University-Fresno",NA,"Fresno","CA","www.fresnostate.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.9638,NA,NA,NA,NA,NA,NA,NA,21070,31650223,NA,NA,NA,NA,NA,61244,0.2471,-4050,0.839629408248655,18,1,11634,15684,44843,6980,18860
"California State University-Fullerton","Cal State Fullerton","Fullerton","CA","www.fullerton.edu/",1,3,4,21,0,0,0,0,1,1,0,0,0,NA,0.8674,NA,NA,NA,NA,NA,NA,NA,36956,31650223,NA,NA,NA,NA,NA,62951,0.3624,-116,0.994934248614672,22,1,18348,18464,49811,7073,18953
"California State University-East Bay","Cal State East Bay","Hayward","CA","https://www.csueastbay.edu/",1,3,4,21,0,0,0,0,1,1,0,0,0,NA,0.9681,NA,NA,NA,NA,NA,NA,NA,10422,31650223,NA,NA,NA,NA,NA,71401,0.1773,-4895,0.903361344537815,17,1,16480,21375,58368,7055,18935
"California State University-Long Beach","Cal State Long Beach","Long Beach","CA","www.csulb.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.4712,NA,NA,NA,NA,NA,NA,NA,34131,31650223,NA,NA,NA,NA,NA,64403,0.3794,-1554,0.934250245264508,19,1,15612,17166,49393,7008,18888
"California State University-Los Angeles","Cal State LA","Los Angeles","CA","https://www.calstatela.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.9193,NA,NA,NA,NA,NA,NA,NA,21478,31650223,NA,NA,NA,NA,NA,59211,0.2109,-881,0.843722415250258,19,1,18658,19539,45984,6813,18698
"California State University-Northridge","CSUN","Northridge","CA","https://www.csun.edu/",1,3,4,11,0,0,0,0,0,1,0,0,0,NA,0.9315,NA,NA,NA,NA,NA,NA,NA,32357,31650223,NA,NA,NA,NA,NA,59115,0.2497,-7658,0.999185962373372,21,1,12648,20306,44864,7095,18975
"California State University-Sacramento","Sacramento State","Sacramento","CA","https://www.csus.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.9362,NA,NA,NA,NA,NA,NA,NA,27867,31650223,NA,NA,NA,NA,NA,64876,0.2585,-4764,0.96369838214837,21,1,16278,21042,51192,7602,19482
"University of California-Berkeley","UC Berkeley","Berkeley","CA","www.berkeley.edu/",1,3,4,12,0,0,0,0,1,0,0,0,0,NA,0.1166,NA,NA,NA,NA,NA,NA,NA,33073,31650223,NA,NA,NA,NA,NA,92446,0.8078,5078,0.86855588357284,18,1,22692,17614,74398,14850,45627
"University of California-Davis","UC Davis","Davis","CA","ucdavis.edu/",1,3,4,23,0,0,0,0,1,0,0,0,0,NA,0.4163,NA,NA,NA,NA,NA,NA,NA,31777,31650223,NA,NA,NA,NA,NA,80838,0.6857,5992,0.940161141879127,21,1,19068,13076,56400,15247,46024
"University of California-Irvine","UCI  UC Irvine","Irvine","CA","www.uci.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.2557,NA,NA,NA,NA,NA,NA,NA,29494,31650223,NA,NA,NA,NA,NA,80735,0.7326,2207,0.920655497939104,18,1,18423,16216,55333,14237,45014
"University of California-Los Angeles","UCLA","Los Angeles","CA","www.ucla.edu/",1,3,4,11,0,0,0,0,1,0,0,0,0,NA,0.0873,NA,NA,NA,NA,NA,NA,NA,33040,31650223,NA,NA,NA,NA,NA,82511,0.8571,-288,0.8589447393069,18,1,17148,17436,59904,13747,44524
"University of California-Riverside","UC Riverside","Riverside","CA","www.ucr.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.633,NA,NA,NA,NA,NA,NA,NA,22644,31650223,NA,NA,NA,NA,NA,67699,0.6524,5652,0.868457172534036,23,1,19433,13781,48441,14170,44947
"University of California-San Diego","UCSD UC San Diego","La Jolla","CA","www.ucsd.edu/",1,3,4,11,0,0,0,0,1,0,0,0,0,NA,0.2452,NA,NA,NA,NA,NA,NA,NA,33787,31650223,NA,NA,NA,NA,NA,84943,0.7492,1632,0.971011073592946,19,1,17198,15566,64137,15265,46042
"University of California-Santa Barbara","UCSB  UC Santa Barbara","Santa Barbara","CA","www.ucsb.edu/",1,3,4,22,0,0,0,0,1,1,0,0,0,NA,0.2778,NA,NA,NA,NA,NA,NA,NA,23205,31650223,NA,NA,NA,NA,NA,74915,0.7328,3268,0.911023467417275,17,1,18684,15416,54589,14965,45742
"University of California-Santa Cruz","UC Santa Cruz","Santa Cruz","CA","www.ucsc.edu/",1,3,4,13,0,0,0,0,1,1,0,0,0,NA,0.6254,NA,NA,NA,NA,NA,NA,NA,17812,31650223,NA,NA,NA,NA,NA,68396,0.6086,2088,0.900127107555423,22,1,18785,16697,48535,14560,45337
"California Institute of the Arts","CalArts","Valencia","CA","https://www.calarts.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.2595,NA,NA,NA,NA,NA,NA,NA,881,31650223,33802,37082,35788,44448,59106,41198,0.4292,-5780,0.628561726298892,7,1,12820,18600,31413,56724,56724
"California State University Maritime Academy","California State University Maritime Academy","Vallejo","CA","https://www.csum.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.9873,NA,NA,NA,NA,NA,NA,NA,761,31650223,NA,NA,NA,NA,NA,94784,0.4978,124,0.880606392014055,10,1,13976,13852,90379,7672,19552
"Chapman University",NA,"Orange","CA","https://www.chapman.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,61,0.5561,1353,1320,28,32,29,1250,1430,7629,31650223,37985,40713,39414,42194,54519,70070,0.7069,2278,0.962639682353532,12,1,17378,15100,56903,62784,62784
"Charles R Drew University of Medicine and Science","CDU","Los Angeles","CA","www.cdrewu.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.3878,NA,NA,NA,NA,NA,NA,NA,233,31650223,30176,25714,29238,NA,NA,83438,0.4375,NA,NA,4,1,NA,27900,NA,18933,18933
"Concordia University-Irvine","Concordia University Irvine","Irvine","CA","www.cui.edu/",2,3,4,11,0,0,0,0,1,1,0,0,0,68,0.5986,NA,1140,NA,NA,25,NA,NA,1456,31650223,23532,21767,25220,28615,33909,65083,0.5396,-5070,1.08907477533488,13,1,13330,18400,48721,41390,41390
"San Diego Christian College",NA,"Santee","CA","sdcc.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,88,0.6281,NA,NA,NA,NA,NA,NA,NA,91,31650223,2310,27224,30336,NA,NA,49766,0.1569,-7910,0.810365187941445,10,1,11080,18990,38795,26300,26300
"Claremont McKenna College",NA,"Claremont","CA","www.cmc.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.1112,1514,1470,33,35,34,1450,1560,1379,31650223,13267,13756,14929,22145,49293,104736,0.821,0,0.948606691736573,8,1,19650,19650,75471,64150,64150
"California College of ASU",NA,"Los Angeles","CA","https://www.columbiacollege.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,31650223,30658,27458,30758,NA,30319,42014,0.3913,NA,1.02444370034398,9,1,NA,16578,32797,26175,26175
"Dominican University of California","DUofC","San Rafael","CA","https://www.dominican.edu/",2,3,4,13,0,0,0,0,1,1,0,0,0,NA,0.9562,1194,1170,22,30,23,1060,1290,1178,31650223,45630,46430,46242,49460,54480,84713,0.6059,-1798,1.05148806155935,8,1,15986,17784,73368,50666,50666
"Fresno Pacific University",NA,"Fresno","CA","www.fresno.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,43,0.5752,NA,1110,NA,NA,21,NA,NA,1614,31650223,13059,11874,11116,15205,20235,58896,0.4356,-1016,0.904156533274375,8,1,10148,11164,54532,35558,35558
"Golden Gate University",NA,"San Francisco","CA","www.ggu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,31650223,NA,NA,NA,NA,NA,87434,NA,NA,NA,10,1,NA,13200,NA,31243,31243
"Harvey Mudd College","Mudd, HMC","Claremont","CA","https://www.hmc.edu/",2,3,3,21,0,0,0,0,0,0,0,0,0,NA,0.1306,1537,1520,34,36,35,1480,1560,915,31650223,17340,6818,18937,18551,52642,138687,0.7813,10528,0.936795342106149,8,1,21710,11182,100737,66255,66255
"California State Polytechnic University-Humboldt","Cal Poly Humboldt","Arcata","CA","www.humboldt.edu/",1,3,4,33,0,0,0,0,0,1,0,0,0,NA,0.9883,NA,NA,NA,NA,NA,NA,NA,5491,31650223,NA,NA,NA,NA,NA,47626,0.2399,-814,1.07794943820225,14,1,13166,13980,37409,7913,19793
"Humphreys University-Stockton and Modesto Campuses",NA,"Stockton","CA","www.humphreys.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,31650223,NA,NA,2534,NA,20286,39248,1,NA,0.733367577563181,5,1,NA,19431,47311,14760,14760
"Life Pacific University","LIFE Bible College","San Dimas","CA","https://lifepacific.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,79,0.9395,NA,NA,NA,NA,NA,NA,NA,393,31650223,18754,22991,21317,28573,27526,43299,0.3333,-7568,0.977998907135256,11,1,11863,19431,36682,20462,20462
"University of La Verne","La Verne","La Verne","CA","https://www.laverne.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.4848,1116,1020,18,25,21,970,1300,3341,31650223,26754,56392,54632,NA,44064,65464,0.5515,-2604,0.850994406463642,11,1,15180,17784,54797,47000,47000
"Laguna College of Art and Design","LCAD","Laguna Beach","CA","www.lcad.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.7761,NA,NA,NA,NA,NA,NA,NA,776,31650223,36856,39821,39513,44804,45712,47867,0.4674,-2161,1.08856826432043,9,1,18071,20232,31879,35650,35650
"Lincoln University",NA,"Oakland","CA","https://lincolnuca.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,31650223,NA,NA,NA,NA,NA,53695,0.5,NA,NA,16,5,NA,8400,NA,11420,11420
"Southern California Seminary",NA,"El Cajon","CA","www.socalsem.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,30,31650223,NA,NA,NA,NA,NA,39607,NA,-3960,NA,9,1,15471,19431,NA,18720,18720
"La Sierra University",NA,"Riverside","CA","https://lasierra.edu/",2,3,4,11,0,0,0,0,1,1,0,0,0,95,0.933,NA,1020,NA,NA,23,NA,NA,1155,31650223,21620,22930,25297,29627,33048,61824,0.0355,-7761,0.951709304958116,11,1,11670,19431,42663,35910,35910
"Loma Linda University",NA,"Loma Linda","CA","www.llu.edu/index.html",2,3,4,21,0,0,0,0,1,1,0,0,0,95,NA,NA,NA,NA,NA,NA,NA,NA,867,31650223,NA,NA,NA,NA,NA,89816,NA,NA,0.91334450275722,3,1,NA,NA,96086,NA,NA
"The Master's University and Seminary",NA,"Santa Clarita","CA","www.masters.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,42,0.7589,NA,NA,NA,NA,NA,NA,NA,1606,31650223,31026,27113,27969,33288,33808,57106,0.4375,-5732,0.80162820395877,14,1,13700,19432,42754,36930,36930
"Loyola Marymount University",NA,"Los Angeles","CA","https://www.lmu.edu/",2,3,4,11,0,0,0,0,1,0,0,0,0,30,0.4029,NA,1340,NA,NA,30,NA,NA,7171,31650223,30208,25766,32869,39673,53926,78349,0.7091,-1150,0.985978873573019,11,1,20713,21863,62435,58974,58974
"Menlo College","Menlo","Atherton","CA","www.menlo.edu/",2,3,3,21,0,0,0,0,1,1,0,0,0,NA,0.6781,NA,NA,NA,NA,NA,NA,NA,811,31650223,17525,16579,30099,32519,36551,76419,0.3067,-3895,0.754328367960277,12,1,15537,19432,74796,51070,51070
"Mount Saint Mary's University",NA,"Los Angeles","CA","https://www.msmu.edu/",2,3,4,11,0,0,0,0,1,1,0,0,1,30,0.6872,NA,NA,NA,NA,NA,NA,NA,1746,31650223,17327,23266,25413,26738,36716,72379,0.402,-2460,0.864499686770317,11,1,14154,16614,58274,48132,48132
"National University",NA,"San Diego","CA","www.nu.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9725,31650223,30678,NA,NA,NA,32956,67548,0.6,NA,0.625069423192447,16,1,NA,19431,69220,13320,13320
"Notre Dame de Namur University","NDNU","Belmont","CA","www.ndnu.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,14,31650223,NA,NA,NA,NA,NA,74576,0.3155,NA,0.955515771526002,6,1,NA,NA,59891,NA,NA
"Occidental College","Oxy","Los Angeles","CA","https://www.oxy.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,0.3989,1461,1410,31,34,32,1360,1500,1844,31650223,18872,18801,17577,28983,55885,75951,0.7181,NA,1.00680900826135,9,1,18284,NA,50265,63446,63446
"Otis College of Art and Design","Otis Art Institute, Otis Parsons, Otis/Parsons","Los Angeles","CA","www.otis.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.8398,NA,1250,NA,NA,25,NA,NA,1242,31650223,40358,39688,43733,48011,52546,58152,0.5172,-2169,0.977424425359364,8,1,17262,19431,45604,55513,55513
"Hope International University","Hope|HIU|College of Arts and Sciences|College of Business and Management|College of Education|Pacific Christian of Ministry and Biblical Studies|College of Psychology and Counseling|Fullerton|Orange County|California|","Fullerton","CA","www.hiu.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,48,0.3539,NA,1090,NA,NA,NA,NA,NA,549,31650223,26641,34153,33153,35778,34403,49697,0.4565,-5731,0.971119328456908,13,1,13700,19431,34483,36250,36250
"Palo Alto University","Pacific Graduate School of Psychology","Palo Alto","CA","www.paloaltou.edu/",2,3,4,41,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,31650223,NA,NA,NA,NA,NA,83187,NA,NA,NA,12,1,NA,NA,NA,NA,NA
"Pacific Oaks College","Pacific Oaks Education Corporation","Pasadena","CA","https://www.pacificoaks.edu/",2,3,4,12,0,0,0,0,0,1,0,0,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,346,31650223,NA,NA,NA,NA,NA,52485,NA,NA,0.797546127895362,3,1,NA,18536,56055,33360,33360
"Pacific Union College","PUC","Angwin","CA","https://www.puc.edu/",2,3,4,41,0,0,0,0,1,1,0,0,0,95,0.4248,1093,NA,20,24,NA,930,1180,910,31650223,14903,15897,18211,20495,25182,70484,0.3942,-9960,0.824431965442765,11,1,9471,19431,55923,35214,35214
"University of the Pacific","Pacific | UOP | University of Pacific | Pacific University | U. Pacific | Univ. of Pacific | U. of Pacific","Stockton","CA","www.pacific.edu/",2,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.9486,1303,1250,23,31,28,1160,1420,3247,31650223,17716,17411,20169,26422,38104,78445,0.4492,-1642,0.82397274727925,14,1,16688,18330,63681,55340,55340
"Pepperdine University","Pepperdine University","Malibu","CA","www.pepperdine.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,74,0.4985,1367,1350,26,32,28,1250,1450,3629,31650223,36463,38065,40201,42253,52946,82939,0.7503,0,0.953881320853798,13,1,23270,23270,69169,66742,66742
"Pitzer College","Pitzer|Pfizer|PZ|PTZ|PIT","Claremont","CA","https://www.pitzer.edu/",2,3,3,21,0,0,0,0,0,0,0,0,0,NA,0.1666,NA,NA,NA,NA,NA,NA,NA,1191,31650223,9284,16361,17911,22791,49894,69512,0.6031,4942,1.00769005725749,10,1,21374,16432,61552,62692,62692
"Point Loma Nazarene University","PLNU","San Diego","CA","www.pointloma.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,59,0.8176,1278,1260,22,30,26,1140,1410,3132,31650223,44837,47378,49500,51106,51154,63998,0.6812,-7382,0.879456767119361,13,1,12850,20232,59495,43550,43550
"Pomona College",NA,"Claremont","CA","www.pomona.edu/",2,3,3,21,0,0,0,0,0,0,0,0,0,NA,0.0676,1520,1520,33,35,34,1480,1560,1638,31650223,5638,5444,5099,15433,51240,77779,0.7129,2929,0.927020194328531,7,1,20374,17445,60121,62326,62326
"University of Redlands",NA,"Redlands","CA","www.redlands.edu/",2,3,4,13,0,0,0,0,0,1,0,0,0,NA,0.8092,1231,1200,25,30,29,1080,1320,2095,31650223,21520,18008,20649,20500,32855,72690,0.6096,200,0.881420952499766,11,1,17624,17424,63725,57614,57614
"Samuel Merritt University",NA,"Oakland","CA","www.samuelmerritt.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,31650223,NA,NA,NA,NA,NA,143238,NA,NA,0.974570754333143,7,1,NA,NA,141916,NA,NA
"San Diego State University",NA,"San Diego","CA","www.sdsu.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.3444,NA,NA,NA,NA,NA,NA,NA,33654,31650223,NA,NA,NA,NA,NA,64909,0.5665,4520,0.885022080686876,22,1,21630,17110,52307,8290,20170
"University of San Diego","USD","San Diego","CA","www.sandiego.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.4675,NA,NA,NA,NA,NA,NA,NA,5619,31650223,17543,18083,19998,28397,46152,86522,0.7154,-1347,0.941193497768095,14,1,18084,19431,66000,56444,56444
"San Francisco Conservatory of Music","SFCM","San Francisco","CA","https://sfcm.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.5194,NA,NA,NA,NA,NA,NA,NA,215,31650223,30283,38209,43138,40423,45384,NA,0.459,3000,NA,3,1,20200,17200,NA,54550,54550
"San Francisco State University",NA,"San Francisco","CA","www.sfsu.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.9615,NA,NA,NA,NA,NA,NA,NA,20033,31650223,NA,NA,NA,NA,NA,68077,0.2654,-1476,1.0744602085126,16,1,17955,19431,52119,7424,19304
"University of San Francisco",NA,"San Francisco","CA","https://www.usfca.edu/",2,3,4,11,0,0,0,0,1,0,0,0,0,30,0.5077,1313,1280,26,31,29,1210,1390,5697,31650223,31741,31759,34211,39319,48576,89812,0.6368,-936,0.927190019987594,12,1,17300,18236,69785,58222,58222
"William Jessup University","San Jose Christian College","Rocklin","CA","www.jessup.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,79,0.7682,NA,NA,NA,NA,NA,NA,NA,1021,31650223,23837,22404,18555,25613,30800,56257,0.4583,-6182,0.952839355523919,9,1,13249,19431,43179,37150,37150
"San Jose State University",NA,"San Jose","CA","www.sjsu.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.8023,NA,NA,NA,NA,NA,NA,NA,26757,31650223,NA,NA,NA,NA,NA,78988,0.3,435,1.02644125160681,18,1,19866,19431,61898,7992,19872
"Santa Clara University","SCU","Santa Clara","CA","www.scu.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,30,0.4384,1417,1400,30,33,32,1340,1500,6235,31650223,36094,51894,41599,30672,60212,109183,0.8254,-447,0.968455520013833,10,1,18984,19431,90110,59241,59241
"Scripps College",NA,"Claremont","CA","www.scrippscollege.edu/",2,3,4,21,0,0,0,0,0,0,0,0,1,NA,0.3394,1480,1450,32,34,33,1420,1530,1077,31650223,14617,14067,22440,28567,51165,77539,0.681,-332,1.14597162785996,11,1,20998,21330,75800,63434,63434
"Simpson University","Simpson College","Redding","CA","www.simpsonu.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,34,0.9903,NA,NA,NA,NA,NA,NA,NA,751,31650223,22880,29551,25439,29660,30193,54340,0.3438,-7531,0.787752132124002,15,1,11900,19431,54845,38522,38522
"Saint Mary's College of California","St. Marys College of California | St Marys College of California","Moraga","CA","https://www.stmarys-ca.edu/",2,3,4,21,0,0,0,0,1,1,0,0,0,30,0.8858,NA,NA,NA,NA,NA,NA,NA,2024,31650223,17981,17139,24408,28746,39616,78812,0.6062,-2531,1.00315468000134,10,1,16900,19431,62628,56134,56134
"Sonoma State University",NA,"Rohnert Park","CA","https://sonoma.edu/",1,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.9473,NA,NA,NA,NA,NA,NA,NA,5374,31650223,NA,NA,NA,NA,NA,65986,0.4226,-3660,0.916787623789663,15,1,15770,19430,51936,8190,20070
"Vanguard University of Southern California","Vanguard University","Costa Mesa","CA","https://www.vanguard.edu/",2,3,4,12,0,0,0,0,0,1,0,0,0,27,0.647,NA,1100,NA,NA,22,NA,NA,1975,31650223,14906,14528,17411,19543,27190,59541,0.5184,-8640,0.88624564631662,16,1,10790,19430,45338,39950,39950
"Southern California Institute of Architecture","SCI-Arc","Los Angeles","CA","www.sciarc.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.8267,NA,1290,NA,NA,NA,NA,NA,236,31650223,42890,42269,NA,NA,24769,71909,0,NA,NA,9,1,NA,13555,NA,53564,53564
"University of Southern California","USC","Los Angeles","CA","www.usc.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.1002,1501,1480,32,35,34,1440,1550,20817,31650223,15470,13692,18993,29865,56347,92498,0.7672,0,1.02370241509126,9,1,19198,19198,74625,68237,68237
"Thomas Aquinas College",NA,"Santa Paula","CA","https://thomasaquinas.edu/",2,3,3,42,0,0,0,0,0,0,0,0,0,30,0.7871,1277,1270,25,33,28,1160,1330,539,31650223,16761,18508,19464,25048,28063,55619,0.7978,-8730,NA,10,1,10700,19430,NA,28700,28700
"Epic Bible College & Graduate School","Trinity Life Bible College","Sacramento","CA","epic.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,60,31650223,NA,NA,NA,NA,NA,37822,0,NA,NA,9,1,NA,12276,NA,15072,15072
"Westmont College",NA,"Santa Barbara","CA","www.westmont.edu/",2,3,3,22,0,0,0,0,0,0,0,0,0,108,0.7986,1367,1310,30,34,29,1210,1420,1310,31650223,24220,22301,24081,30116,39455,64778,0.6838,7810,0.916803619077913,10,1,16360,8550,48541,51790,51790
"Whittier College",NA,"Whittier","CA","www.whittier.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.8538,NA,1240,NA,NA,26,NA,NA,812,31650223,22678,30119,28096,27433,35090,59492,0.5549,6323,0.818889950985377,8,1,15623,9300,47067,49864,49864
"Woodbury University",NA,"Burbank","CA","https://woodbury.edu/",2,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.7287,NA,NA,NA,NA,NA,NA,NA,825,31650223,25368,27418,25615,29628,34434,65668,0.2957,-5293,1.0249094584351,9,1,14138,19431,48767,44886,44886
"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary",NA,"Los Angeles","CA","www.yoec.edu/",2,3,3,11,0,0,0,0,0,0,0,1,0,NA,0.6168,NA,NA,NA,NA,NA,NA,NA,157,31650223,11309,11752,12606,16250,18300,48361,0.2,-8600,NA,16,1,8100,16700,NA,16900,16900
"Adams State University",NA,"Alamosa","CO","www.adams.edu/",1,3,4,33,0,0,0,0,0,1,0,0,0,NA,NA,NA,1040,NA,NA,21,NA,NA,1239,31650223,NA,NA,NA,NA,NA,44372,0.1643,-5126,0.837089335805639,14,1,9553,14679,40968,9776,21848
"University of Colorado Denver/Anschutz Medical Campus","University of Colorado Denver  University of Colorado Anschutz Medical Campus    UCD","Denver","CO","www.ucdenver.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.7781,1119,1140,21,27,25,980,1220,10686,31650223,NA,NA,NA,NA,NA,64270,0.2797,241,0.979549667851074,16,1,14920,14679,56202,10017,28209
"University of Colorado Colorado Springs","UCCS","Colorado Springs","CO","https://www.uccs.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.9657,1140,NA,21,28,NA,1020,1240,8870,31650223,NA,NA,NA,NA,NA,54659,0.2824,-1222,0.963020867261633,15,1,12278,13500,47701,9712,20492
"University of Colorado Boulder","U of Colorado|Univ of Colorado|University of Colorado|U of CO|Univ of CO|University of CO|Boulder|CU|CU-Boulder|UCB|CUB|Colorado|Colorado University|U of Colo|Univ of Colo|University of Colo|Colo|Buffs|Buffalos|Buffaloes|CU at Boulder|Golden Buffs|University of Colorado at Boulder","Boulder","CO","www.colorado.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8328,1353,1280,28,33,28,1230,1420,31578,31650223,NA,NA,NA,NA,NA,69738,0.5793,1480,0.874045541314426,19,1,16950,15470,52966,16430,41943
"Colorado Christian University","CCU","Lakewood","CO","https://www.ccu.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,88,NA,NA,NA,NA,NA,NA,NA,NA,5363,31650223,21073,19581,21574,25679,29328,50416,0.4934,1262,0.673545358905883,15,1,12362,11100,48415,39266,39266
"Colorado College",NA,"Colorado Springs","CO","www.coloradocollege.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.2003,1445,NA,31,34,NA,1370,1520,2139,31650223,9732,13987,17051,25254,51525,65222,0.7661,0,1.12981607987388,9,1,15228,15228,40021,67932,67932
"Colorado School of Mines","Mines","Golden","CO","www.mines.edu/",1,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.5971,1403,1380,29,33,31,1320,1470,5801,31650223,NA,NA,NA,NA,NA,97335,0.6593,2141,0.965599828416186,17,1,16820,14679,83586,21186,44376
"Colorado State University-Fort Collins",NA,"Fort Collins","CO","colostate.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8959,NA,1180,NA,NA,26,NA,NA,25148,31650223,NA,NA,NA,NA,NA,60543,0.4714,927,0.918180252253632,17,1,15606,14679,48467,12896,33751
"University of Denver","DU, Colorado Seminary","Denver","CO","www.du.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.7119,1344,1300,29,32,29,1240,1410,6059,31650223,20820,21648,28981,30753,46428,71155,0.6939,0,0.905923168048739,10,1,17049,17049,57017,59340,59340
"Fort Lewis College","FLC","Durango","CO","fortlewis.edu/",1,3,4,32,0,0,0,0,0,0,1,0,0,NA,0.932,1084,1090,16,24,20,980,1220,3070,31650223,NA,NA,NA,NA,NA,46349,0.3016,-1288,0.834188034188034,14,1,13390,14678,36693,9670,20798
"Colorado Mesa University","Colorado Mesa","Grand Junction","CO","www.coloradomesa.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.8139,1070,1070,19,26,23,930,1180,7604,31650223,NA,NA,NA,NA,NA,45823,0.2784,1419,0.7611073212596,18,1,11760,10341,39919,9712,24312
"Metropolitan State University of Denver","MSU Denver","Denver","CO","www.msudenver.edu/",1,3,4,11,0,0,0,0,0,1,0,0,0,NA,0.9914,1014,1020,17,23,21,880,1110,14932,31650223,NA,NA,NA,NA,NA,52093,0.1278,NA,0.926675014325431,14,1,NA,14679,47067,10780,29503
"Naropa University",NA,"Boulder","CO","https://www.naropa.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.94,NA,NA,NA,NA,NA,NA,NA,368,31650223,20428,21626,26342,40662,43733,28720,0.1892,-3983,NA,9,1,10696,14679,NA,34600,34600
