"name","alias","city","state","url","control","deg_predomnt","deg_highest","locale_type","is_hbcu","is_pbi","is_annhi","is_tribal","is_aanapii","is_hsi","is_nanti","is_only_men","is_only_women","religious_affil","adm_rate","sat_avg","sat_mid50","act_p25","act_p75","act_mid50","sat_p25","sat_p75","ug_enrollment","net_price","cost_avg_income_0_30k","cost_avg_income_30_48k","cost_avg_income_48_75k","cost_avg_income_75_110k","cost_avg_income_110k_plus","earnings_med_10y","rate_completion","rm_board_dif","ratio","student_fac_ratio","no_aid","ROOMBOARD_ON","ROOMBOARD_OFF","MD_EARN_WNE_INC2_P6","TUITIONFEE_IN","TUITIONFEE_OUT"
"Fairmont State University","Fairmont State College","Fairmont","WV","https://www.fairmontstate.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.9924,993,990,17,23,20,830,1040,2690,31650223,NA,NA,NA,NA,NA,46857,0.3168,0,0.82037757411925,12,1,11486,11486,41833,8454,18372
"Glenville State University",NA,"Glenville","WV","www.glenville.edu/",1,3,3,43,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,31650223,NA,NA,NA,NA,NA,39315,0.2754,0,0.79106985883448,15,1,11484,11484,36827,9412,11140
"Marshall University",NA,"Huntington","WV","https://www.marshall.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9646,1051,1040,18,24,22,890,1130,7149,31650223,NA,NA,NA,NA,NA,46354,0.335,1578,0.754226840436773,15,1,12852,11274,40304,8942,20294
"Shepherd University",NA,"Shepherdstown","WV","www.shepherd.edu/",1,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.9565,1022,1080,20,24,23,900,1140,2375,31650223,NA,NA,NA,NA,NA,49358,0.3322,-192,0.807630251414333,16,1,11308,11500,43573,8642,19082
"West Virginia State University","WVSU; STATE","Institute","WV","www.wvstateu.edu/",1,3,4,22,1,0,0,0,0,0,0,0,0,NA,0.9637,979,NA,16,22,NA,830,1070,1328,31650223,NA,NA,NA,NA,NA,40492,0.2493,976,0.836262693895771,12,1,12936,11960,36315,9049,14623
"West Liberty University",NA,"West Liberty","WV","www.westliberty.edu/",1,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.7212,1041,1030,18,24,21,890,1120,1578,31650223,NA,NA,NA,NA,NA,43296,0.4244,3122,0.809999516230468,12,1,10694,7572,37559,8732,17116
"West Virginia Wesleyan College","WVWC","Buckhannon","WV","www.wvwc.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,71,0.9505,1045,1070,18,23,21,880,1140,909,31650223,12553,13597,16406,19593,24477,51593,0.3852,6980,0.832315287423647,13,1,10980,4000,41953,33494,33494
"West Virginia University","WVU","Morgantown","WV","www.wvu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.8626,1129,1130,20,26,24,1010,1240,17705,31650223,NA,NA,NA,NA,NA,55939,0.4325,4176,0.716391359593393,17,1,13876,9700,44576,9648,27360
"Wheeling University",NA,"Wheeling","WV","www.wheeling.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.7518,NA,1070,NA,NA,20,NA,NA,567,31650223,14139,13524,19257,21265,22026,57949,0.2652,7420,0.916119531202062,14,1,12420,5000,48970,29475,29475
"Alverno College",NA,"Milwaukee","WI","https://www.alverno.edu/",2,3,4,11,0,0,0,0,0,1,0,0,1,30,0.931,NA,NA,NA,NA,NA,NA,NA,724,31650223,15889,15885,19307,17449,17577,53145,0.3583,-3470,0.702517678516776,10,1,10238,13708,50909,32794,32794
"Beloit College",NA,"Beloit","WI","www.beloit.edu/",2,3,3,13,0,0,0,0,0,0,0,0,0,NA,0.5736,1318,1300,26,31,26,1210,1360,898,31650223,16637,17610,18491,25700,28465,53260,0.5697,-1362,0.842442645074224,11,1,10740,12102,39290,58554,58554
"Carroll University",NA,"Waukesha","WI","www.carrollu.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,66,0.5841,1209,1180,22,28,25,1050,1260,2525,31650223,18992,18701,22720,25198,27395,58009,0.5872,5070,0.889231210145447,13,1,13340,8270,53056,37230,37230
"Carthage College","Carthage","Kenosha","WI","www.carthage.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,39,0.8415,1113,1090,19,26,24,1000,1200,2628,31650223,18307,20228,22692,25465,27527,56950,0.5227,0,0.808871295168494,13,1,12950,12950,45218,36500,36500
"Concordia University-Wisconsin","CUW","Mequon","WI","https://www.cuw.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,68,0.6753,1250,NA,22,29,23,NA,NA,2310,31650223,19323,21547,24914,26823,29439,56075,0.5548,0,0.780896876112662,12,1,12700,12700,50889,34250,34250
"Edgewood College",NA,"Madison","WI","www.edgewood.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.9452,NA,NA,NA,NA,NA,NA,NA,1104,31650223,20926,21345,20806,26982,29049,59728,0.4659,1790,1.00990043102637,13,1,12590,10800,55461,34850,34850
"Lakeland University",NA,"Plymouth","WI","www.lakeland.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,76,0.9109,NA,NA,NA,NA,NA,NA,NA,1230,31650223,17150,21083,14130,24082,27389,55961,0.5,3034,0.822131240759695,13,1,11872,8838,51600,32286,32286
"Lawrence University","Lawrence","Appleton","WI","https://www.lawrence.edu/",2,3,3,13,0,0,0,0,0,0,0,0,0,NA,0.6303,1349,1340,27,32,30,1200,1430,1394,31650223,12025,14498,17215,22712,32492,55789,0.5881,2751,0.943987090135179,7,1,11838,9087,37852,55461,55461
"Maranatha Baptist University","MBBC, Maranatha College, Maranatha, Maranatha Baptist College, Maranatha Bible College, Maranatha Baptist Bible College, Marantha, Maranatha University, Maranatha Baptist University, MBU, Maranatha Bible University","Watertown","WI","www.mbu.edu/",2,3,4,31,0,0,0,0,0,0,0,0,0,54,0.7087,1141,1080,19,27,24,980,1220,566,31650223,23056,21143,22427,29013,30558,45593,0.472,-126,0.877346890517853,10,1,8800,8926,40467,20280,20280
"Marian University","Marian University of Fond du Lac","Fond Du Lac","WI","https://www.marianuniversity.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.6685,NA,940,NA,NA,21,NA,NA,1050,31650223,24155,21978,20296,21839,24866,53501,0.3011,3244,0.818430476327581,12,1,8953,5709,49965,33000,33000
"Marquette University",NA,"Milwaukee","WI","www.marquette.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.8744,1306,1280,26,31,28,1190,1360,7238,31650223,18364,18903,24176,30974,34465,78257,0.6576,4080,0.770617309299972,13,1,15740,11660,59739,48700,48700
"Milwaukee Institute of Art & Design","MIAD","Milwaukee","WI","www.miad.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,0.628,1155,NA,20,28,NA,940,1140,883,31650223,23183,22634,23112,29328,32135,41174,0.5255,0,0.671784565916399,11,1,10430,10430,28912,42268,42268
"Milwaukee School of Engineering","MSOE","Milwaukee","WI","www.msoe.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.6039,NA,1280,NA,NA,27,NA,NA,2607,31650223,14869,15403,17233,22123,31207,89070,0.4971,0,0.988500112614105,12,1,12562,12562,75348,48421,48421
"Mount Mary University","Mount Mary College MMU MMC","Milwaukee","WI","www.mtmary.edu/",2,3,4,11,0,0,0,0,1,1,0,0,1,30,0.9335,1050,990,16,24,19,NA,NA,703,31650223,17470,17079,18312,20665,20654,48745,0.5,3127,0.853362683726583,10,1,10120,6993,38146,34390,34390
"Northland College",NA,"Ashland","WI","https://www.northland.edu/",2,3,3,33,0,0,0,0,0,0,0,0,0,NA,0.7181,1153,1090,21,25,24,1100,1320,457,31650223,17367,18357,20256,22840,27084,44560,0.369,0,0.832101567861479,8,1,11100,11100,35135,42491,42491
"Ripon College",NA,"Ripon","WI","www.ripon.edu/",2,3,3,32,0,0,0,0,0,0,0,0,0,NA,0.8392,1143,1050,20,27,24,1000,1190,720,31650223,13478,13038,17763,22858,29200,54902,0.5431,3440,0.989134670487106,12,1,10190,6750,41420,50700,50700
"Saint Norbert College","SNC","De Pere","WI","www.snc.edu/",2,3,4,22,0,0,0,0,0,0,0,0,0,30,0.9215,1233,1190,22,29,27,1060,1220,1749,31650223,19944,20300,19828,26035,30490,58363,0.6712,3544,0.960669689016146,12,1,12698,9154,48860,44432,44432
"Viterbo University","Viterbo","La Crosse","WI","https://www.viterbo.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.7327,1184,1110,22,27,23,1040,1380,1392,31650223,15779,19129,20165,21629,26575,55660,0.4983,0,0.799022287472473,12,1,10680,10680,55187,32350,32350
"University of Wisconsin-Whitewater",NA,"Whitewater","WI","www.uww.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8276,1090,NA,18,24,21,NA,NA,9180,31650223,NA,NA,NA,NA,NA,55356,0.3985,-330,0.883289659342874,20,1,7770,8100,47031,8250,17916
"University of Wisconsin-Eau Claire","UW-Eau Claire","Eau Claire","WI","www.uwec.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7608,1190,NA,21,27,24,NA,NA,8995,31650223,NA,NA,NA,NA,NA,58561,0.4353,0,0.856823137840009,19,1,9200,9200,48814,9277,18516
"University of Wisconsin-Green Bay",NA,"Green Bay","WI","www.uwgb.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8784,1090,NA,18,25,22,NA,NA,6230,31650223,NA,NA,NA,NA,NA,52528,0.3774,0,0.914319298098317,23,1,8042,8042,46653,8342,16929
"University of Wisconsin-La Crosse",NA,"La Crosse","WI","www.uwlax.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7325,1190,NA,21,27,24,NA,NA,9194,31650223,NA,NA,NA,NA,NA,60378,0.4905,0,0.928365118303395,19,1,7960,7960,49115,9651,18691
"Wisconsin Lutheran College","WLC, Wisconsin Lutheran","Milwaukee","WI","www.wlc.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,33,0.7905,1214,1090,22,28,25,1060,1300,1009,31650223,14218,14305,17500,22983,26682,54664,0.5236,2688,0.688295019157088,11,1,11880,9192,48687,35080,35080
"University of Wisconsin-Oshkosh",NA,"Oshkosh","WI","https://www.uwosh.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.8668,1090,NA,18,24,21,NA,NA,7613,31650223,NA,NA,NA,NA,NA,55548,0.2805,0,0.877988505747126,21,1,8940,8940,49626,8212,16125
"University of Wisconsin-Parkside",NA,"Kenosha","WI","https://www.uwp.edu/",1,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.7262,1090,NA,18,25,21,NA,NA,2951,31650223,NA,NA,NA,NA,NA,51129,0.1857,0,0.883021375060139,18,1,8286,8286,43019,7855,16497
"University of Wisconsin-Stout",NA,"Menomonie","WI","www.uwstout.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8474,1150,NA,19,26,23,NA,NA,5900,31650223,NA,NA,NA,NA,NA,58084,0.2577,155,0.860200694417948,18,1,8718,8563,50345,10142,18706
"University of Wisconsin-Superior",NA,"Superior","WI","https://www.uwsuper.edu/",1,3,4,22,0,0,0,0,0,0,0,0,0,NA,0.9364,1050,NA,18,24,21,NA,NA,1899,31650223,NA,NA,NA,NA,NA,49606,0.2706,0,0.933720957494197,17,1,7227,7227,42774,8487,16400
"University of Wisconsin-Madison",NA,"Madison","WI","www.wisc.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.4335,1402,1410,28,32,29,1360,1510,35665,31650223,NA,NA,NA,NA,NA,73792,0.729,0,0.848682895323625,18,1,13500,13500,56346,11205,40603
"University of Wisconsin-Milwaukee","UWM","Milwaukee","WI","uwm.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.8844,1090,NA,18,24,22,NA,NA,16762,31650223,NA,NA,NA,NA,NA,54990,0.285,0,0.879428971654581,17,1,10980,10980,46390,10020,22020
"University of Wisconsin-Platteville",NA,"Platteville","WI","https://www.uwplatt.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8726,1190,NA,21,27,23,NA,NA,5928,31650223,NA,NA,NA,NA,NA,61760,0.3173,-1600,0.826901666581025,20,1,8174,9774,51697,8315,17274
"University of Wisconsin-River Falls",NA,"River Falls","WI","https://www.uwrf.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8162,1120,NA,19,25,22,NA,NA,4152,31650223,NA,NA,NA,NA,NA,54458,0.4345,-2002,0.955248876452133,17,1,7658,9660,46569,8606,16887
"University of Wisconsin-Stevens Point","UW-Stevens Point","Stevens Point","WI","https://www.uwsp.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.9014,1120,NA,20,25,22,NA,NA,7104,31650223,NA,NA,NA,NA,NA,52021,0.3792,0,0.890808493887637,21,1,8500,8500,42678,8834,17854
"University of Wyoming","UW","Laramie","WY","https://www.uwyo.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.9741,NA,NA,NA,NA,NA,NA,NA,8047,31650223,NA,NA,NA,NA,NA,56880,0.4027,4200,0.933146909018276,13,1,13340,9140,46616,6938,22718
"Stanford University",NA,"Stanford","CA","www.stanford.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.0391,1553,1520,34,35,35,1510,1580,7841,31650223,-79,-350,1323,8816,50452,124080,0.5812,NA,0.819583956066873,6,1,19922,NA,99599,62484,62484
"Purdue University-Main Campus","Purdue-West Lafayette|Purdue|PU|Purdue-WL","West Lafayette","IN","https://www.purdue.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.503,1342,1310,27,34,30,1190,1460,39637,31650223,NA,NA,NA,NA,NA,72424,0.6436,-740,0.821421022435607,14,1,11650,12390,56236,9992,28794
"St. John's College",NA,"Santa Fe","NM","www.sjc.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.4946,1367,1370,27,31,28,1260,1450,369,31650223,14669,15405,18836,26282,35017,44985,0.3857,2468,1.12629539653741,7,1,15468,13000,37786,38946,38946
"Antioch University","Antioch University McGregor","Yellow Springs","OH","www.antioch.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,31650223,NA,NA,NA,NA,NA,51541,NA,NA,0.861857426867367,10,1,NA,NA,52626,NA,NA
"Mid-America Christian University","Gulf Coast Bible College|Mid-America Bible College|MACU","Oklahoma City","OK","www.macu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,57,NA,NA,NA,NA,NA,NA,NA,NA,1532,31650223,17373,15784,11256,18459,22568,46116,0.3026,637,0.556933157161216,13,1,9064,8427,47163,19896,19896
"University of Massachusetts Global",NA,"Irvine","CA","www.umassglobal.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4902,31650223,NA,NA,NA,NA,NA,65703,NA,NA,0.665714367750086,28,1,NA,17272,63117,12520,12520
"New College of Florida",NA,"Sarasota","FL","www.ncf.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.74,1137,1220,20,27,26,1030,1250,707,31650223,NA,NA,NA,NA,NA,48082,0.5528,-9392,NA,8,1,13805,23197,NA,6916,29944
"Yeshivah Gedolah Rabbinical College",NA,"Miami Beach","FL","www.lecfl.com/",2,3,3,13,0,0,0,0,0,0,0,1,0,80,NA,NA,NA,NA,NA,NA,NA,NA,77,31650223,10305,NA,12006,NA,NA,30667,0.3636,NA,NA,12,1,9500,NA,NA,9300,9300
"California State University-San Marcos",NA,"San Marcos","CA","www.csusm.edu/",1,3,4,21,0,0,0,0,1,1,0,0,0,NA,0.957,NA,NA,NA,NA,NA,NA,NA,14174,31650223,NA,NA,NA,NA,NA,62908,0.2383,-6102,0.877607866596874,21,1,14152,20254,47900,7739,19619
"Yeshiva Gedolah Imrei Yosef D'spinka",NA,"Brooklyn","NY","spinka58st.com/",2,3,3,11,0,0,0,0,0,0,0,1,0,80,NA,NA,NA,NA,NA,NA,NA,NA,232,31650223,9841,16724,NA,NA,NA,36545,0,NA,NA,22,1,NA,8000,NA,11500,11500
"Beacon College",NA,"Leesburg","FL","https://www.beaconcollege.edu/",2,3,3,22,0,0,0,0,0,0,0,0,0,NA,0.6037,NA,NA,NA,NA,NA,NA,NA,497,31650223,28819,33856,23282,33590,45193,29420,0.4133,0,NA,12,1,14842,14842,NA,49230,49230
"Rabbi Jacob Joseph School",NA,"Edison","NJ","https://rabbijacobjoseph.com/",2,3,3,21,0,0,0,0,0,0,0,0,0,NA,0.9032,NA,NA,NA,NA,NA,NA,NA,96,31650223,NA,2704,8500,5888,NA,NA,0,NA,NA,16,1,3600,NA,NA,12700,12700
"Everglades University",NA,"Boca Raton","FL","https://www.evergladesuniversity.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.8644,NA,NA,NA,NA,NA,NA,NA,2369,31650223,26784,27219,29715,31583,32266,47597,0.4494,NA,0.400806665457134,17,1,NA,9596,56506,20768,20768
"College of Biblical Studies-Houston",NA,"Houston","TX","https://cbshouston.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,88,NA,NA,NA,NA,NA,NA,NA,NA,482,31650223,13437,14394,17715,18415,NA,39260,0,-6728,NA,12,1,4000,10728,NA,7475,9275
"Soka University of America","Soka; SUA","Aliso Viejo","CA","www.soka.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.6952,1360,1300,NA,NA,26,1220,1460,464,31650223,14587,9183,9378,12566,32663,55017,0.785,-6340,NA,7,1,13892,20232,NA,37450,37450
"World Mission University",NA,"Los Angeles","CA","www.wmu.edu/",2,3,4,11,0,0,0,0,1,1,0,0,0,99,NA,NA,NA,NA,NA,NA,NA,NA,180,31650223,16598,NA,NA,NA,NA,NA,0,NA,NA,33,1,NA,9081,NA,6920,6920
"Rabbinical College of Ohr Shimon Yisroel",NA,"Brooklyn","NY","https://ohr-sy.com/",2,3,3,11,0,0,0,0,0,0,0,1,0,80,NA,NA,NA,NA,NA,NA,NA,NA,233,31650223,12204,17125,NA,NA,NA,NA,0,-16300,NA,15,1,2700,19000,NA,21850,21850
"California State University-Monterey Bay","CSUMB","Seaside","CA","https://csumb.edu/",1,3,4,22,0,0,0,0,0,1,0,0,0,NA,0.9483,NA,NA,NA,NA,NA,NA,NA,5811,31650223,NA,NA,NA,NA,NA,59247,0.4046,-4510,1.00582259410819,16,1,16413,20923,46976,7437,19317
"The University of Texas MD Anderson Cancer Center","MD Anderson Cancer Center| MD Anderson Hospital|MD Anderson Hospital and Tumor Institute|MDACC|UTMDACC|Anderson Cancer Center","Houston","TX","www.mdanderson.org/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,31650223,NA,NA,NA,NA,NA,90232,NA,NA,0.947301422355004,9,1,NA,NA,71839,NA,NA
"New York College of Health Professions",NA,"Syosset","NY","www.nycollege.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31650223,NA,42908,NA,NA,NA,31601,NA,NA,0.567002358918527,5,5,NA,14000,44999,14235,14235
"Yeshiva D'monsey Rabbinical College",NA,"Monsey","NY","https://yeshivadmonsey.com/",2,3,3,21,0,0,0,0,0,0,0,1,0,NA,0.4231,NA,NA,NA,NA,NA,NA,NA,86,31650223,4817,7633,9000,8000,NA,NA,0,-11150,NA,14,1,5100,16250,NA,9200,9200
"Yeshiva of the Telshe Alumni",NA,"Riverdale","NY","https://yeshivatelshealumni.com/",2,3,3,11,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,31650223,NA,NA,NA,NA,NA,NA,0,-11900,NA,16,1,4800,16700,NA,9400,9400
"Western Governors University","WGU Western Governors","Salt Lake City","UT","www.wgu.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135822,31650223,9358,9848,10666,13731,14297,60615,0.3378,NA,0.547724430427927,42,1,NA,8100,71790,8300,8300
"Florida Gulf Coast University",NA,"Fort Myers","FL","www.fgcu.edu/",1,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.7675,1120,1100,20,25,22,1040,1210,13809,31650223,NA,NA,NA,NA,NA,54560,0.4191,0,0.930217919777739,21,1,10914,10914,46365,6118,25162
"Yeshiva College of the Nations Capital",NA,"Silver  Spring","MD","ycnc.org/",2,3,3,21,0,0,0,0,0,0,0,1,0,80,NA,NA,NA,NA,NA,NA,NA,NA,57,31650223,2200,NA,NA,NA,NA,NA,0.5,0,NA,8,1,12500,12500,NA,11100,11100
"Louisiana State University Health Sciences Center-Shreveport","LSUHSC-S|LSU Health Sciences Center-Shreveport|LSU Health Sciences Center - Shreveport|LSU Health Sciences Center in Shreveport|LSU Health Sciences Center at Shreveport|Louisiana State University Health Sciences Center at Shreveport|Louisiana State University Health Sciences Center in Shreveport|LSU Health Shreveport","Shreveport","LA","https://www.lsuhs.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,31650223,NA,NA,NA,NA,NA,74671,NA,NA,NA,3,1,NA,NA,NA,NA,NA
"International Baptist College and Seminary",NA,"Chandler","AZ","www.ibcs.edu/ibc/",2,3,4,11,0,0,0,0,0,0,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,55,31650223,13709,17759,NA,22539,13304,39556,0.3333,-6110,NA,4,1,7800,13910,NA,13500,13500
"Atlantic Institute of Oriental Medicine",NA,"Fort Lauderdale","FL","www.atom.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,31650223,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA
"New Saint Andrews College","NSA","Moscow","ID","nsa.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,79,0.8571,1245,NA,24,29,NA,1170,1330,273,31650223,NA,NA,NA,NA,NA,NA,0.4828,NA,NA,15,3,NA,4000,NA,15700,15700
"Yeshiva Shaarei Torah of Rockland",NA,"Suffern","NY","www.yst.edu/",2,3,3,21,0,0,0,0,0,0,0,1,0,80,0.3469,NA,NA,NA,NA,NA,NA,NA,141,31650223,NA,15444,NA,NA,NA,89548,NA,-13220,NA,11,1,3480,16700,NA,13000,13000
"Nevada State University","NS","Henderson","NV","https://nsc.edu/",1,3,4,41,0,0,0,0,1,1,0,0,0,NA,0.8615,NA,NA,NA,NA,NA,NA,NA,3791,31650223,NA,NA,NA,NA,NA,53166,0.1185,NA,0.728145064559373,19,1,NA,10979,52792,6368,20449
"California State University-Channel Islands","CSU Channel Islands","Camarillo","CA","www.csuci.edu/",1,3,4,41,0,0,0,0,0,1,0,0,0,NA,0.9306,NA,NA,NA,NA,NA,NA,NA,5230,31650223,NA,NA,NA,NA,NA,62152,0.2815,-5770,0.853410629493316,15,1,14200,19970,46299,6817,18697
"Franklin W Olin College of Engineering","Olin College of Engineering","Needham","MA","www.olin.edu/",2,3,3,21,0,0,0,0,0,0,0,0,0,NA,0.2166,1540,1540,34,35,35,1480,1560,373,31650223,7058,4690,13333,21098,46317,129455,0.7333,NA,NA,9,1,19820,NA,NA,64458,64458
"University of Arkansas Grantham",NA,"LIttle Rock","AR","https://www.uagrantham.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3202,31650223,NA,NA,NA,NA,NA,63496,0.2025,NA,0.283162198578265,20,1,NA,6912,54689,8280,8280
"Faith International University","Faith Seminary","Tacoma","WA","https://www.faithiu.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,79,NA,NA,NA,NA,NA,NA,NA,NA,196,31650223,17595,NA,NA,19893,NA,51006,0.6667,NA,NA,14,1,NA,17868,NA,8850,8850
"Williamson Christian College","WCC  DBA- Williamson College","Franklin","TN","www.williamsoncc.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,42,NA,NA,NA,NA,NA,NA,NA,NA,40,31650223,22474,NA,22417,23577,NA,37474,0,NA,NA,7,1,NA,15350,NA,15010,15010
"Northcentral University",NA,"San Diego","CA","www.nu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,31650223,NA,NA,NA,NA,NA,48414,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"Baptist University of the Americas",NA,"San Antonio","TX","www.bua.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,98,31650223,8083,8031,10856,NA,NA,37709,0.1,-860,NA,12,1,7670,8530,NA,7680,7680
"Beis Medrash Heichal Dovid",NA,"Far Rockaway","NY","www.heichaldovid.org/",2,3,4,11,0,0,0,0,0,0,0,1,0,80,0.7,NA,NA,NA,NA,NA,NA,NA,183,31650223,5214,4721,5104,12450,NA,NA,0.0882,-12500,NA,26,1,4200,16700,NA,10040,10040
"Charlotte Christian College and Theological Seminary","CCCTS","Charlotte","NC","www.charlottechristian.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,31650223,NA,NA,NA,NA,NA,33696,0,NA,NA,3,1,NA,14147,NA,11960,11960
"University of California-Merced","UC Merced","Merced","CA","ucmerced.edu/",1,3,4,22,0,0,0,0,1,1,0,0,0,NA,0.3918,NA,NA,NA,NA,NA,NA,NA,8372,31650223,NA,NA,NA,NA,NA,64368,0.4862,9756,0.860795509532566,21,1,20293,10537,50768,14167,44944
"Roseman University of Health Sciences","Southern Nevada Educational Services Roseman University of Health Sciences    Nevada College of Pharmacy    University of Southern Nevada","Henderson","NV","www.roseman.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,31650223,NA,NA,NA,NA,NA,120163,NA,NA,0.868931548138686,10,1,NA,NA,94231,NA,NA
"Ave Maria University","AMU","Ave Maria","FL","www.avemaria.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,30,0.4481,NA,NA,NA,NA,NA,NA,NA,1229,31650223,19716,18784,22156,24553,25967,49520,0.4912,-1312,0.629332812092781,12,1,14125,15437,45097,28222,28222
"Ecclesia College",NA,"Springdale","AR","ecollege.edu/",2,3,3,41,0,0,0,0,0,0,0,0,0,42,0.475,NA,NA,NA,NA,NA,NA,NA,132,31650223,21791,22559,24160,27570,26719,40650,0.2941,0,NA,10,1,6000,6000,NA,16850,16850
"Uta Mesivta of Kiryas Joel",NA,"Monroe","NY","utam.edu/",2,3,3,13,0,0,0,0,0,0,0,1,0,80,NA,NA,NA,NA,NA,NA,NA,NA,2729,31650223,4542,5140,6270,8352,9976,31853,0,200,NA,16,1,3200,3000,NA,15000,15000
"Harrisburg University of Science and Technology",NA,"Harrisburg","PA","www.harrisburgu.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.8178,NA,NA,NA,NA,NA,NA,NA,650,31650223,10291,12086,12510,18031,17783,52374,0.2551,0,0.954496710430977,17,1,9900,9900,36841,23900,23900
"Georgia Gwinnett College",NA,"Lawrenceville","GA","www.ggc.edu/",1,3,3,21,0,0,0,0,1,1,0,0,0,NA,0.9557,NA,1050,NA,NA,20,NA,NA,11156,31650223,NA,NA,NA,NA,NA,47730,0.0607,0,0.874996879290975,20,1,15320,15320,38387,4458,13244
"SUM Bible College and Theological Seminary","School of Urban Missions","El Dorado Hills","CA","www.sum.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,27,0.6421,NA,NA,NA,NA,NA,NA,NA,312,31650223,19744,19320,21081,24025,NA,35418,0.4154,-5913,0.954683164843576,16,1,7380,13293,32780,10460,10460
